SchYear,DistNumb,DistType,DistName,SchNum,SchClassif,SchName,CountyNum,CountyName,EconDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTch,AvgYrsExp,Exp1-5,Exp6-10,Exp11-15,Exp16-20,Exp21-25,Exp26-30,Exp31+,<BA,BA,MA,PhD,EdUnkn,AvgAge,Age <25,Age25-29,Age30-34,Age35-44,Age45-54,Age55+
07-08,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT,000,0,Totals:,43,MCLEOD,06E,30.19,9.98,20.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,20.21,0.00,16.75,1.00,6.48,4.80,2.14,3.80,7.17,4.80,0.00,24.39,5.80,0.00,0.00,43.72,0.00,1.86,1.20,8.43,8.97,9.73
07-08,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,001,10,CLINTON-GRACEVILLE-BEARDSLEY EL.,06,BIG STONE,06W,12.90,0.51,12.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,12.39,0.00,17.98,1.59,0.27,1.59,2.00,1.73,3.72,2.00,0.00,11.90,1.17,0.00,0.00,44.63,0.27,0.34,0.00,2.84,6.53,2.92
07-08,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,003,33,CLINTON-GRACEVILLE-BEARDSLEY SR.,06,BIG STONE,06W,15.24,7.64,7.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.64,7.60,0.96,17.41,3.50,3.37,1.10,0.85,1.62,2.90,1.90,0.00,10.33,5.11,0.00,0.00,43.01,0.96,1.69,1.01,5.16,3.50,2.92
07-08,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,004,10,BIG STONE COLONY ELEMENTARY,06,BIG STONE,06W,2.07,0.00,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.07,0.00,22.90,0.00,0.00,0.01,0.99,0.89,0.18,0.00,0.00,1.18,0.89,0.00,0.00,47.10,0.00,0.00,0.00,1.00,0.18,0.89
07-08,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,006,10,LISMORE COLONY ELEMENTARY,06,BIG STONE,06W,1.66,0.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,21.78,0.00,0.00,0.00,0.51,0.98,0.17,0.00,0.00,1.49,0.17,0.00,0.00,44.78,0.00,0.00,0.00,0.51,1.15,0.00
07-08,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,000,0,Totals:,06,BIG STONE,06W,31.87,8.15,23.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,23.72,0.96,18.12,5.09,3.64,2.70,4.35,5.22,6.97,3.90,0.00,24.90,7.34,0.00,0.00,43.80,1.23,2.03,1.01,9.51,11.36,6.73
07-08,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,000,00,LAKE PARK AUDUBON SCHOOL DISTRICT,03,BECKER,04,1.84,0.00,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.00,9.00,1.10,0.57,0.00,0.17,0.00,0.00,0.00,0.00,1.84,0.17,0.00,0.00,34.50,0.67,0.00,1.00,0.00,0.17,0.00
07-08,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,010,10,LAKE PARK AUDUBON ELEMENTARY,03,BECKER,04,22.84,3.34,19.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.34,19.50,1.67,13.50,7.16,4.00,4.00,1.34,1.34,2.00,3.00,0.00,21.50,1.34,0.00,0.00,43.22,0.00,4.50,3.50,3.99,5.85,5.00
07-08,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,020,33,LAKE PARK AUDUBON SECONDARY,03,BECKER,04,21.94,6.37,15.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.37,15.57,2.65,12.52,5.75,2.70,6.62,4.37,0.80,0.85,0.85,0.00,18.56,3.38,0.00,0.00,38.18,2.65,2.50,3.30,5.06,6.57,1.86
07-08,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,000,0,Totals:,03,BECKER,04,46.62,9.71,36.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.71,36.91,4.32,12.66,14.01,7.27,10.62,5.88,2.14,2.85,3.85,0.00,41.90,4.89,0.00,0.00,39.27,3.32,7.00,7.80,9.05,12.59,6.86
07-08,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,001,10,RENVILLE COUNTY WEST ELEMENTARY,65,RENVILLE,06E,23.63,2.75,20.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,20.88,0.40,23.19,2.40,2.00,3.00,5.85,3.02,4.14,3.22,0.00,21.62,2.14,0.00,0.00,48.30,0.00,2.00,0.40,7.51,10.49,3.23
07-08,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,020,33,RENVILLE COUNTY WEST SENIOR HIGH,65,RENVILLE,06E,23.40,11.99,11.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.99,11.41,2.46,13.68,7.48,1.74,4.99,3.47,1.87,2.00,1.85,0.00,21.40,2.00,0.00,0.00,41.38,1.86,2.02,1.60,5.74,12.18,0.00
07-08,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,000,0,Totals:,65,RENVILLE,06E,47.03,14.74,32.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.74,32.29,2.86,17.22,9.88,3.74,7.99,9.32,4.89,6.14,5.07,0.00,43.02,4.14,0.00,0.00,43.96,1.86,4.02,2.00,13.25,22.67,3.23
07-08,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,010,10,PLEASANTVIEW ELEMENTARY,32,JACKSON,08,8.52,1.30,7.22,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.30,7.19,0.00,16.22,0.12,0.03,1.00,2.00,2.10,1.07,2.20,0.00,2.49,6.15,0.00,0.00,41.72,0.00,0.12,1.00,0.03,4.37,3.00
07-08,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,112,10,RIVERSIDE ELEMENTARY,32,JACKSON,08,27.81,2.10,25.71,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,2.10,25.54,2.00,14.76,3.18,1.40,7.50,2.13,7.10,6.50,0.00,0.00,18.41,9.58,0.00,0.00,42.52,1.00,1.18,1.00,8.83,10.80,5.00
07-08,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,113,32,JACKSON COUNTY CENTRAL SENIOR HIGH,32,JACKSON,08,23.06,10.44,12.62,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,10.44,12.54,0.00,18.48,3.00,3.68,2.80,3.26,6.40,0.52,3.40,0.00,14.16,9.74,0.00,0.00,43.45,0.00,2.60,2.20,8.14,6.12,4.00
07-08,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,115,20,JACKSON COUNTY CENTRAL MIDDLE,32,JACKSON,08,13.76,4.71,9.05,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,4.71,8.03,1.02,14.99,2.80,3.24,1.05,1.90,2.44,1.12,1.21,0.00,8.80,5.01,0.00,0.00,40.19,1.73,1.30,0.77,4.14,5.82,0.00
07-08,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000,0,Totals:,32,JACKSON,08,73.15,18.55,54.60,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,18.55,53.30,3.02,16.60,9.10,8.35,12.35,9.29,18.04,9.21,6.81,0.00,43.86,30.48,0.00,0.00,42.11,2.73,5.20,4.97,21.14,27.11,12.00
07-08,2897,01,REDWOOD AREA SCHOOL DISTRICT,001,32,REDWOOD VALLEY SENIOR HIGH,64,REDWOOD,08,31.84,15.20,16.64,0.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14.87,15.64,1.00,13.42,5.67,12.32,3.80,1.95,2.84,2.99,2.27,0.00,14.45,17.39,0.00,0.00,38.36,2.80,4.82,8.89,1.09,11.54,2.70
07-08,2897,01,REDWOOD AREA SCHOOL DISTRICT,002,10,REEDE GRAY ELEMENTARY,64,REDWOOD,08,31.12,2.00,29.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,29.12,1.99,18.09,6.31,2.47,3.36,1.99,3.00,5.99,8.00,0.00,17.14,14.01,0.00,0.00,45.41,1.00,3.31,1.43,2.83,14.06,8.49
07-08,2897,01,REDWOOD AREA SCHOOL DISTRICT,003,20,REDWOOD VALLEY MIDDLE,64,REDWOOD,08,26.73,6.22,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.22,20.51,1.03,17.27,5.18,4.16,4.06,1.97,1.20,5.02,5.14,0.00,10.08,16.65,0.00,0.00,42.96,1.04,3.12,2.07,7.63,8.44,4.43
07-08,2897,01,REDWOOD AREA SCHOOL DISTRICT,004,42,REDWOOD VALLEY ALTERNATIVE,64,REDWOOD,08,1.41,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,21.00,0.33,0.00,0.00,0.00,0.13,0.95,0.00,0.00,0.00,1.41,0.00,0.00,51.50,0.00,0.00,0.00,0.00,1.28,0.13
07-08,2897,01,REDWOOD AREA SCHOOL DISTRICT,000,0,Totals:,64,REDWOOD,08,91.10,23.42,67.68,0.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23.09,66.68,4.02,16.00,17.49,18.95,11.22,5.91,7.17,14.95,15.41,0.00,41.67,49.46,0.00,0.00,41.83,4.84,11.25,12.39,11.55,35.32,15.75
07-08,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,010,10,WESTBROOK ELEMENTARY,17,COTTONWOOD,08,7.59,2.00,5.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.59,0.00,15.55,2.08,2.00,0.83,0.00,0.33,1.35,1.00,0.00,3.76,4.16,0.00,0.00,41.00,1.08,1.00,0.83,1.62,1.73,1.33
07-08,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,015,10,WALNUT GROVE ELEMENTARY,17,COTTONWOOD,08,12.06,2.93,9.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,9.13,2.60,13.69,5.10,1.00,2.83,0.00,1.43,0.35,1.35,0.00,9.06,3.43,0.00,0.00,39.13,2.60,2.50,1.00,3.33,0.35,2.28
07-08,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,020,20,WESTBROOK WALNUT GROVE MIDDLE,17,COTTONWOOD,08,9.97,3.80,6.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,6.17,0.00,17.33,1.66,1.80,1.68,1.00,0.00,2.16,1.67,0.00,7.97,2.00,0.00,0.00,41.48,0.00,1.66,0.00,4.48,2.66,1.17
07-08,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,030,32,WESTBROOK-WALNUT GROVE SENIOR HIGH,17,COTTONWOOD,08,13.48,4.66,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.66,8.82,0.00,15.89,2.93,1.99,1.50,2.40,1.00,2.66,1.00,0.00,10.28,3.20,0.00,0.00,41.91,1.60,0.33,2.80,1.53,3.32,3.90
07-08,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,000,0,Totals:,17,COTTONWOOD,08,43.10,13.39,29.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.39,29.71,2.60,15.78,11.77,6.79,6.84,3.40,2.76,6.52,5.02,0.00,31.07,12.79,0.00,0.00,41.14,5.28,5.49,4.63,10.96,8.06,8.68
07-08,2899,01,PLAINVIEW-ELGIN-MILLVILLE,000,00,PLAINVIEW-ELGIN-MILLVILLE,79,WABASHA,10,1.35,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,18.00,0.50,0.48,0.00,0.17,0.13,0.00,0.07,0.00,1.35,1.35,0.00,0.00,48.60,0.00,0.00,0.00,0.65,0.50,0.20
07-08,2899,01,PLAINVIEW-ELGIN-MILLVILLE,010,10,PLAINVIEW-ELGIN-MILLVILLE PK-3,79,WABASHA,10,34.50,5.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,29.50,5.00,10.33,15.00,5.50,5.00,3.00,2.00,2.00,2.00,0.00,25.50,9.00,0.00,0.00,34.72,8.00,7.00,3.50,9.00,4.00,3.00
07-08,2899,01,PLAINVIEW-ELGIN-MILLVILLE,020,10,PLAINVIEW-ELGIN-MILLVILLE 4-6,79,WABASHA,10,21.52,5.51,16.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.51,16.01,1.00,14.08,3.00,6.35,5.00,0.00,1.17,4.00,2.00,0.00,15.51,6.01,0.00,0.00,40.61,0.00,3.51,2.84,7.00,5.00,3.17
07-08,2899,01,PLAINVIEW-ELGIN-MILLVILLE,030,31,PLAINVIEW-ELGIN-MILLVILLE JUNIOR,79,WABASHA,10,14.08,7.21,6.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.21,6.87,1.00,10.33,4.00,5.32,3.02,0.00,0.34,0.00,1.40,0.00,9.52,4.56,0.00,0.00,35.53,1.00,5.39,2.25,1.02,3.42,1.00
07-08,2899,01,PLAINVIEW-ELGIN-MILLVILLE,040,32,PLAINVIEW-ELGIN-MILLVILLE HIGH,79,WABASHA,10,30.84,20.12,10.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.12,10.72,0.00,13.90,4.22,9.02,8.46,3.02,3.50,0.00,2.62,0.00,18.70,12.14,0.00,0.00,37.96,0.00,4.16,9.58,9.66,3.62,3.82
07-08,2899,01,PLAINVIEW-ELGIN-MILLVILLE,000,0,Totals:,79,WABASHA,10,102.29,37.84,64.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.84,64.45,7.00,12.63,26.72,26.67,21.48,6.19,7.14,6.00,8.09,0.00,70.58,33.06,0.00,0.00,37.41,9.00,20.06,18.17,27.33,16.54,11.19
07-08,2902,01,RTR PUBLIC SCHOOLS,100,10,RTR ELEMENTARY SCHOOL,41,LINCOLN,08,20.54,4.17,16.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,16.37,0.13,17.41,7.13,0.13,1.67,2.00,1.54,5.00,3.07,0.13,18.21,4.20,0.00,0.50,43.28,1.50,4.50,1.00,2.93,5.54,5.07
07-08,2902,01,RTR PUBLIC SCHOOLS,200,20,RTR MIDDLE SCHOOL,41,LINCOLN,08,10.17,4.10,6.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10,6.07,0.00,19.77,2.52,0.00,1.54,0.97,2.36,0.57,2.21,0.00,9.10,3.09,0.00,0.34,41.42,0.51,2.01,0.00,3.36,3.05,1.24
07-08,2902,01,RTR PUBLIC SCHOOLS,300,32,RTR HIGH SCHOOL,41,LINCOLN,08,15.27,6.40,8.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.40,8.87,0.60,16.61,3.60,3.00,0.60,2.00,3.80,1.60,0.67,0.00,13.20,2.07,0.00,0.00,43.80,0.00,1.00,2.60,3.80,7.20,0.67
07-08,2902,01,RTR PUBLIC SCHOOLS,000,0,Totals:,41,LINCOLN,08,45.98,14.67,31.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.67,31.31,0.73,17.78,13.25,3.13,3.81,4.97,7.70,7.17,5.95,0.13,40.51,9.36,0.00,0.84,42.93,2.01,7.51,3.60,10.09,15.79,6.98
07-08,4000,07,CITY ACADEMY,010,33,CITY ACADEMY,62,RAMSEY,11,8.60,3.00,5.60,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,3.60,1.00,9.73,4.60,2.00,0.00,1.50,0.00,0.50,0.00,0.00,2.00,6.10,0.00,0.50,45.45,0.00,3.00,1.00,0.00,2.00,2.60
07-08,4000,07,CITY ACADEMY,000,0,Totals:,62,RAMSEY,11,8.60,3.00,5.60,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,3.60,1.00,9.73,4.60,2.00,0.00,1.50,0.00,0.50,0.00,0.00,2.00,6.10,0.00,0.50,45.45,0.00,3.00,1.00,0.00,2.00,2.60
07-08,4001,07,BLUFFVIEW MONTESSORI,000,00,BLUFFVIEW MONTESSORI,85,WINONA,10,0.99,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,1.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,31.00,0.00,0.00,0.99,0.00,0.00,0.00
07-08,4001,07,BLUFFVIEW MONTESSORI,010,10,BLUFFVIEW MONTESSORI,85,WINONA,10,14.42,4.17,10.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,10.25,1.00,9.94,8.34,0.99,4.02,0.62,0.00,0.00,0.45,0.00,9.23,5.25,0.00,0.00,38.63,1.00,5.16,1.22,3.57,2.40,1.07
07-08,4001,07,BLUFFVIEW MONTESSORI,000,0,Totals:,85,WINONA,10,15.41,5.16,10.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.16,10.25,1.99,9.41,9.33,0.99,4.02,0.62,0.00,0.00,0.45,0.00,10.22,5.25,0.00,0.00,38.18,1.00,5.16,2.21,3.57,2.40,1.07
07-08,4003,07,"NEW HEIGHTS SCHOOL, INC.",010,40,"NEW HEIGHTS SCHOOL, INC.",82,WASHINGTON,11,13.76,8.24,5.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.24,5.52,3.14,6.50,7.12,4.01,0.99,1.64,0.00,0.00,0.00,0.00,10.57,3.19,0.00,0.00,33.10,2.01,3.99,4.56,1.56,0.00,1.64
07-08,4003,07,"NEW HEIGHTS SCHOOL, INC.",000,0,Totals:,82,WASHINGTON,11,13.76,8.24,5.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.24,5.52,3.14,6.50,7.12,4.01,0.99,1.64,0.00,0.00,0.00,0.00,10.57,3.19,0.00,0.00,33.10,2.01,3.99,4.56,1.56,0.00,1.64
07-08,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,010,10,CEDAR RIVERSIDE COMMUNITY SCHOOL,27,HENNEPIN,11,11.32,1.02,10.30,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.02,9.30,0.00,8.49,8.01,3.02,0.00,0.00,0.00,0.00,0.29,0.00,5.99,5.33,0.00,0.00,37.44,2.02,2.00,2.02,4.99,0.00,0.29
07-08,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,000,0,Totals:,27,HENNEPIN,11,11.32,1.02,10.30,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.02,9.30,0.00,8.49,8.01,3.02,0.00,0.00,0.00,0.00,0.29,0.00,5.99,5.33,0.00,0.00,37.44,2.02,2.00,2.02,4.99,0.00,0.29
07-08,4005,07,METRO DEAF SCHOOL,010,50,METRO DEAF SCHOOL,62,RAMSEY,11,13.76,2.00,11.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,10.76,1.00,8.75,8.20,2.00,1.00,2.00,0.53,0.03,0.00,0.00,2.03,11.76,0.00,0.00,34.69,1.00,5.00,2.00,5.53,0.23,0.00
07-08,4005,07,METRO DEAF SCHOOL,000,0,Totals:,62,RAMSEY,11,13.76,2.00,11.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,10.76,1.00,8.75,8.20,2.00,1.00,2.00,0.53,0.03,0.00,0.00,2.03,11.76,0.00,0.00,34.69,1.00,5.00,2.00,5.53,0.23,0.00
07-08,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL,010,32,SKILLS FOR TOMORROW CHARTER SCHOOL,62,RAMSEY,11,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,1.00,9.60,2.00,2.00,3.00,0.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,39.10,0.00,1.00,1.00,4.00,2.00,0.00
07-08,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL,000,0,Totals:,62,RAMSEY,11,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,1.00,9.60,2.00,2.00,3.00,0.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,39.10,0.00,1.00,1.00,4.00,2.00,0.00
07-08,4007,07,MINNESOTA NEW COUNTRY SCHOOL,010,40,MINNESOTA NEW COUNTRY SCHOOL,72,SIBLEY,09,9.76,5.83,3.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,3.93,0.96,8.89,3.84,2.00,1.93,1.04,0.95,0.00,0.00,0.00,7.83,1.93,0.00,0.00,39.13,0.00,1.92,2.96,0.95,2.89,1.04
07-08,4007,07,MINNESOTA NEW COUNTRY SCHOOL,000,0,Totals:,72,SIBLEY,09,9.76,5.83,3.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,3.93,0.96,8.89,3.84,2.00,1.93,1.04,0.95,0.00,0.00,0.00,7.83,1.93,0.00,0.00,39.13,0.00,1.92,2.96,0.95,2.89,1.04
07-08,4008,07,PACT CHARTER SCHOOL,010,10,PACT CHARTER SCHOOL,02,ANOKA,11,17.36,0.10,17.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,17.26,0.00,7.68,9.63,3.03,4.10,0.60,0.00,0.00,0.00,0.00,16.03,1.33,0.00,0.00,34.88,0.67,9.76,1.10,1.00,4.83,0.00
07-08,4008,07,PACT CHARTER SCHOOL,030,33,PACT CHARTER SECONDARY,02,ANOKA,11,18.09,5.68,12.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.68,12.41,0.00,6.21,10.98,3.05,2.68,1.38,0.00,0.00,0.00,0.00,14.01,3.08,1.00,0.00,36.44,1.82,7.81,1.88,1.40,5.18,0.00
07-08,4008,07,PACT CHARTER SCHOOL,000,0,Totals:,02,ANOKA,11,35.45,5.78,29.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,29.67,0.00,6.79,20.61,6.08,6.78,1.98,0.00,0.00,0.00,0.00,30.04,4.41,1.00,0.00,35.83,2.49,17.57,2.98,2.40,10.01,0.00
07-08,4011,07,NEW VISIONS CHARTER SCHOOL,010,10,NEW VISIONS CHARTER SCHOOL,27,HENNEPIN,11,22.10,6.05,16.05,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,6.05,13.05,2.00,8.67,9.05,8.01,4.04,1.00,0.00,0.00,0.00,0.00,15.05,7.05,0.00,0.00,34.30,3.00,5.05,6.00,6.05,1.00,1.00
07-08,4011,07,NEW VISIONS CHARTER SCHOOL,000,0,Totals:,27,HENNEPIN,11,22.10,6.05,16.05,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,6.05,13.05,2.00,8.67,9.05,8.01,4.04,1.00,0.00,0.00,0.00,0.00,15.05,7.05,0.00,0.00,34.30,3.00,5.05,6.00,6.05,1.00,1.00
07-08,4012,07,EMILY CHARTER SCHOOL,010,10,EMILY CHARTER SCHOOL,18,CROW WING,05,5.15,1.00,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.15,0.00,10.91,1.00,4.06,0.00,0.03,0.00,0.06,0.00,0.00,4.15,1.09,0.00,0.00,43.14,0.00,1.00,2.06,1.00,0.03,1.06
07-08,4012,07,EMILY CHARTER SCHOOL,000,0,Totals:,18,CROW WING,05,5.15,1.00,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.15,0.00,10.91,1.00,4.06,0.00,0.03,0.00,0.06,0.00,0.00,4.15,1.09,0.00,0.00,43.14,0.00,1.00,2.06,1.00,0.03,1.06
07-08,4015,07,COMMUNITY OF PEACE ACADEMY,000,00,COMMUNITY OF PEACE ACADEMY,62,RAMSEY,11,1.42,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,12.80,0.13,0.00,1.26,0.00,0.03,0.00,0.00,0.00,1.42,0.42,0.00,0.00,42.60,0.13,0.00,0.00,0.13,1.16,0.00
07-08,4015,07,COMMUNITY OF PEACE ACADEMY,010,10,COMMUNITY OF PEACE ACADEMY,62,RAMSEY,11,34.03,7.50,26.53,0.00,0.00,1.00,5.00,0.00,0.00,0.00,2.00,6.50,19.53,5.00,7.43,15.50,10.00,6.03,1.00,1.50,0.00,0.00,0.00,24.53,9.50,0.00,0.00,38.33,3.00,12.00,2.00,6.03,7.00,4.00
07-08,4015,07,COMMUNITY OF PEACE ACADEMY,011,32,COMMUNITY OF PEACE ACADEMY SEC.,62,RAMSEY,11,14.34,5.37,8.97,0.00,0.00,0.00,0.00,1.00,0.60,1.00,0.00,3.37,8.37,1.00,12.56,6.10,2.87,1.87,1.00,1.50,1.00,0.00,0.00,9.97,4.37,0.00,0.00,40.72,0.60,2.00,1.87,4.87,4.00,1.00
07-08,4015,07,COMMUNITY OF PEACE ACADEMY,000,0,Totals:,62,RAMSEY,11,49.79,12.87,36.92,0.00,0.00,1.00,5.00,1.00,0.60,1.00,2.00,9.87,29.32,6.00,9.98,21.73,12.87,9.16,2.00,3.03,1.00,0.00,0.00,35.92,14.29,0.00,0.00,39.63,3.73,14.00,3.87,11.03,12.16,5.00
07-08,4016,07,WORLD LEARNER CHARTER SCHOOL,010,10,WORLD LEARNER CHARTER SCHOOL,10,CARVER,11,6.50,0.90,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,5.60,0.00,7.50,3.21,2.23,1.06,0.00,0.00,0.00,0.00,0.00,2.89,3.61,0.00,0.00,45.23,0.00,0.00,1.99,2.24,2.03,0.24
07-08,4016,07,WORLD LEARNER CHARTER SCHOOL,000,0,Totals:,10,CARVER,11,6.50,0.90,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,5.60,0.00,7.50,3.21,2.23,1.06,0.00,0.00,0.00,0.00,0.00,2.89,3.61,0.00,0.00,45.23,0.00,0.00,1.99,2.24,2.03,0.24
07-08,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,010,10,MINNESOTA TRANSITIONS CHARTER SCH,27,HENNEPIN,11,16.00,3.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,13.00,1.00,7.19,7.00,5.00,3.00,1.00,0.00,0.00,0.00,0.00,14.00,1.00,1.00,0.00,35.19,2.00,7.00,0.00,2.00,4.00,1.00
07-08,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,011,20,MINNESOTA TRANSITIONS MIDDLE,27,HENNEPIN,11,8.00,4.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,3.00,1.00,4.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,29.50,3.00,2.00,1.00,2.00,0.00,0.00
07-08,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,012,32,COMMUNICATION ARTS HIGH SCHOOL,27,HENNEPIN,11,10.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,3.00,4.70,8.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,33.70,0.00,4.00,3.00,2.00,1.00,0.00
